filer,filingYear,sourceName,amount,date,description,formUrl,legislatorGlassHouseUrl
Anthony Portantino,2022,Visit Napa Valley,102.5,2022-08-17,Dinner Reception ,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/05f12a2f-1fe0-462a-a1d1-2051270c8eb8.pdf,https://calmatters.org/legislator-tracker/anthony-portantino-1961
Anthony Portantino,2022,Napa Valley Vintners,100,2022-08-17,Recept/Transport/Aps ,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/05f12a2f-1fe0-462a-a1d1-2051270c8eb8.pdf,https://calmatters.org/legislator-tracker/anthony-portantino-1961
Anthony Portantino,2022,Treasury Wine Estates,30,2022-08-17,wine ,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/05f12a2f-1fe0-462a-a1d1-2051270c8eb8.pdf,https://calmatters.org/legislator-tracker/anthony-portantino-1961
Anthony Portantino,2022,Winegrowers of Napa Valley ,114.65,2022-08-17,Dinner ,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/05f12a2f-1fe0-462a-a1d1-2051270c8eb8.pdf,https://calmatters.org/legislator-tracker/anthony-portantino-1961
Anthony Portantino,2022,Jewish Public Affairs Committee of California,44.55,2022-08-22,Reception,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/05f12a2f-1fe0-462a-a1d1-2051270c8eb8.pdf,https://calmatters.org/legislator-tracker/anthony-portantino-1961
Anthony Portantino,2022,California Democratic Party,133.14,2022-03-15,Meeting Dinner/Snacks,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/05f12a2f-1fe0-462a-a1d1-2051270c8eb8.pdf,https://calmatters.org/legislator-tracker/anthony-portantino-1961
Anthony Portantino,2022,California Democratic Party,51.18,2022-12-12,Breakfast/Lunch/Snack,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/05f12a2f-1fe0-462a-a1d1-2051270c8eb8.pdf,https://calmatters.org/legislator-tracker/anthony-portantino-1961
Anthony Portantino,2022,Reelct Senator Atkins ,19.5,2022-12-04,Note Book,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/05f12a2f-1fe0-462a-a1d1-2051270c8eb8.pdf,https://calmatters.org/legislator-tracker/anthony-portantino-1961
Anthony Portantino,2022,Comcast Corporation Affiliated NBC Universal,134,2022-07-31,Theme Park Admission,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/05f12a2f-1fe0-462a-a1d1-2051270c8eb8.pdf,https://calmatters.org/legislator-tracker/anthony-portantino-1961
Anthony Portantino,2022,Comcast Corporation Affiliated NBC Universal,374,2022-07-06,2 Premier Tickets ,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/05f12a2f-1fe0-462a-a1d1-2051270c8eb8.pdf,https://calmatters.org/legislator-tracker/anthony-portantino-1961
Anthony Portantino,2022,Netflix,76,2022-07-22,2 Premier Tickets ,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/05f12a2f-1fe0-462a-a1d1-2051270c8eb8.pdf,https://calmatters.org/legislator-tracker/anthony-portantino-1961
Anthony Portantino,2022,Ryan LLC ,520,2022-12-16,2 Rams Ticket,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/05f12a2f-1fe0-462a-a1d1-2051270c8eb8.pdf,https://calmatters.org/legislator-tracker/anthony-portantino-1961
Anthony Portantino,2022,City of Pasadena,450,2022-01-01,3 Rose Parade Tickets,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/05f12a2f-1fe0-462a-a1d1-2051270c8eb8.pdf,https://calmatters.org/legislator-tracker/anthony-portantino-1961
Anthony Portantino,2022,Tournament of Roses Association,520,2022-01-01,2 game tickets ,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/05f12a2f-1fe0-462a-a1d1-2051270c8eb8.pdf,https://calmatters.org/legislator-tracker/anthony-portantino-1961
Anthony Portantino,2022,CA State University,7.8,2022-07-20,Red Vest,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/05f12a2f-1fe0-462a-a1d1-2051270c8eb8.pdf,https://calmatters.org/legislator-tracker/anthony-portantino-1961
Anthony Portantino,2021,City of Pasadena,500,2021-07-04,4 ticket celebration,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4185c0d0-eea8-4294-9232-54a380d3895a.pdf,https://calmatters.org/legislator-tracker/anthony-portantino-1961
Anthony Portantino,2021,Carnegie institute for Science,45,2021-12-07,Dinner Meeting,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4185c0d0-eea8-4294-9232-54a380d3895a.pdf,https://calmatters.org/legislator-tracker/anthony-portantino-1961
Anthony Portantino,2021,Carnegie institute for Science,35,0021-08-31,Dinner Meeting,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4185c0d0-eea8-4294-9232-54a380d3895a.pdf,https://calmatters.org/legislator-tracker/anthony-portantino-1961
Anthony Portantino,2021,"University of California, Los Angeles",232,2021-09-04,FBGanneLunchParking,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4185c0d0-eea8-4294-9232-54a380d3895a.pdf,https://calmatters.org/legislator-tracker/anthony-portantino-1961
Anthony Portantino,2021,Re-Elect Senator Atkins 2020,165.36,2021-05-10,dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4185c0d0-eea8-4294-9232-54a380d3895a.pdf,https://calmatters.org/legislator-tracker/anthony-portantino-1961
Anthony Portantino,2021,Re-Elect Senator Atkins 2020,46.98,2021-06-08,dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4185c0d0-eea8-4294-9232-54a380d3895a.pdf,https://calmatters.org/legislator-tracker/anthony-portantino-1961
Anthony Portantino,2021,California Armenian Legislative Caucus,106.2,2021-08-27,caucus jacket,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4185c0d0-eea8-4294-9232-54a380d3895a.pdf,https://calmatters.org/legislator-tracker/anthony-portantino-1961
Anthony Portantino,2021,Becker for Senate 2024,43.45,2021-01-19,Inauguration Cocktail K,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4185c0d0-eea8-4294-9232-54a380d3895a.pdf,https://calmatters.org/legislator-tracker/anthony-portantino-1961
Anthony Portantino,2021,ACLHIC,520,2021-10-22,golf,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4185c0d0-eea8-4294-9232-54a380d3895a.pdf,https://calmatters.org/legislator-tracker/anthony-portantino-1961
Anthony Portantino,2021,AFLAC Inc.,55.01,2021-10-22,Golf,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4185c0d0-eea8-4294-9232-54a380d3895a.pdf,https://calmatters.org/legislator-tracker/anthony-portantino-1961
Sharon Quirk-Silva,2022,Women in California Leadership,62.96,2022-12-05,Gift,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/98fdb13d-8ab7-4b17-a7c4-a731d527cede.pdf,https://calmatters.org/legislator-tracker/sharon-quirk-silva-1962
Sharon Quirk-Silva,2022,Women in California Leadership,162.54,2022-08-02,Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/98fdb13d-8ab7-4b17-a7c4-a731d527cede.pdf,https://calmatters.org/legislator-tracker/sharon-quirk-silva-1962
Sharon Quirk-Silva,2022,Adobe,91.46,2022-10-19,Lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/98fdb13d-8ab7-4b17-a7c4-a731d527cede.pdf,https://calmatters.org/legislator-tracker/sharon-quirk-silva-1962
Sharon Quirk-Silva,2022,California Democratic Party,62.96,2022-05-03,Lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/98fdb13d-8ab7-4b17-a7c4-a731d527cede.pdf,https://calmatters.org/legislator-tracker/sharon-quirk-silva-1962
Sharon Quirk-Silva,2022,California Democratic Party,67.87,2022-08-16,Lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/98fdb13d-8ab7-4b17-a7c4-a731d527cede.pdf,https://calmatters.org/legislator-tracker/sharon-quirk-silva-1962
Sharon Quirk-Silva,2022,California Democratic Party,61.78,2022-11-09,Centerplate,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/98fdb13d-8ab7-4b17-a7c4-a731d527cede.pdf,https://calmatters.org/legislator-tracker/sharon-quirk-silva-1962
Sharon Quirk-Silva,2022,California Latino Legislative Caucus Foundation,75.85,2022-08-23,CommemorativePoster,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/98fdb13d-8ab7-4b17-a7c4-a731d527cede.pdf,https://calmatters.org/legislator-tracker/sharon-quirk-silva-1962
Sharon Quirk-Silva,2022,Viejas Band of Kumeyaay Indians,216.78,2022-09-30,Dinner/Beverages,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/98fdb13d-8ab7-4b17-a7c4-a731d527cede.pdf,https://calmatters.org/legislator-tracker/sharon-quirk-silva-1962
Sharon Quirk-Silva,2022,California Chamber of Commerce,62.39,2022-03-02,Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/98fdb13d-8ab7-4b17-a7c4-a731d527cede.pdf,https://calmatters.org/legislator-tracker/sharon-quirk-silva-1962
Sharon Quirk-Silva,2022,"Reyes Holding, LLC",95.34,2022-08-17,food/beverage,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/98fdb13d-8ab7-4b17-a7c4-a731d527cede.pdf,https://calmatters.org/legislator-tracker/sharon-quirk-silva-1962
Sharon Quirk-Silva,2022,Anaheim Family YMCA,210,2022-04-09,Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/98fdb13d-8ab7-4b17-a7c4-a731d527cede.pdf,https://calmatters.org/legislator-tracker/sharon-quirk-silva-1962
Sharon Quirk-Silva,2022,California Issues Forum,76,2022-02-28,dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/98fdb13d-8ab7-4b17-a7c4-a731d527cede.pdf,https://calmatters.org/legislator-tracker/sharon-quirk-silva-1962
Sharon Quirk-Silva,2022,California Issues Forum,20.28,2022-06-14,lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/98fdb13d-8ab7-4b17-a7c4-a731d527cede.pdf,https://calmatters.org/legislator-tracker/sharon-quirk-silva-1962
Sharon Quirk-Silva,2022,California Issues Forum,135,2022-06-27,dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/98fdb13d-8ab7-4b17-a7c4-a731d527cede.pdf,https://calmatters.org/legislator-tracker/sharon-quirk-silva-1962
Sharon Quirk-Silva,2022,California Issues Forum,128,2023-08-22,dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/98fdb13d-8ab7-4b17-a7c4-a731d527cede.pdf,https://calmatters.org/legislator-tracker/sharon-quirk-silva-1962
Sharon Quirk-Silva,2022,California Issues Forum,19.74,2022-08-15,lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/98fdb13d-8ab7-4b17-a7c4-a731d527cede.pdf,https://calmatters.org/legislator-tracker/sharon-quirk-silva-1962
Sharon Quirk-Silva,2021,Rendon for Assembly,24.64,2021-01-28,Book,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5bf0b0cb-9f64-4555-be10-64c96077ba2b.pdf,https://calmatters.org/legislator-tracker/sharon-quirk-silva-1962
Sharon Quirk-Silva,2021,Rendon for Assembly,47.67,2021-09-17,Spirit/Bottle of Wine,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5bf0b0cb-9f64-4555-be10-64c96077ba2b.pdf,https://calmatters.org/legislator-tracker/sharon-quirk-silva-1962
Sharon Quirk-Silva,2021,California Issues Forum,83,2021-06-21,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/522baee5-338f-48ec-b30b-a0da9571ccd7.pdf,https://calmatters.org/legislator-tracker/sharon-quirk-silva-1962
Sharon Quirk-Silva,2021,California Issues Forum,50.11,2021-06-16,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/522baee5-338f-48ec-b30b-a0da9571ccd7.pdf,https://calmatters.org/legislator-tracker/sharon-quirk-silva-1962
Sharon Quirk-Silva,2021,California Democratic Party,56.93,2021-05-04,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/522baee5-338f-48ec-b30b-a0da9571ccd7.pdf,https://calmatters.org/legislator-tracker/sharon-quirk-silva-1962
Sharon Quirk-Silva,2021,California Democratic Party,60.99,2021-08-24,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/522baee5-338f-48ec-b30b-a0da9571ccd7.pdf,https://calmatters.org/legislator-tracker/sharon-quirk-silva-1962
Sharon Quirk-Silva,2021,Rancho La Paz Residents Organization,350,2021-08-03,Gift Basket,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/522baee5-338f-48ec-b30b-a0da9571ccd7.pdf,https://calmatters.org/legislator-tracker/sharon-quirk-silva-1962
Sharon Quirk-Silva,2021,Knotts Berry Farm,100,2021-10-31,Admission/Parking,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/522baee5-338f-48ec-b30b-a0da9571ccd7.pdf,https://calmatters.org/legislator-tracker/sharon-quirk-silva-1962
Sharon Quirk-Silva,2021,Fox Corporation,51.01,2021-08-05,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/522baee5-338f-48ec-b30b-a0da9571ccd7.pdf,https://calmatters.org/legislator-tracker/sharon-quirk-silva-1962
Sharon Quirk-Silva,2021,Re-Elect Senator Atkins 2020,54.5,2021-06-29,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/522baee5-338f-48ec-b30b-a0da9571ccd7.pdf,https://calmatters.org/legislator-tracker/sharon-quirk-silva-1962
Sharon Quirk-Silva,2021,Re-Elect Senator Atkins 2020,45,2021-03-21,wine,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/522baee5-338f-48ec-b30b-a0da9571ccd7.pdf,https://calmatters.org/legislator-tracker/sharon-quirk-silva-1962
Sharon Quirk-Silva,2021,Evan Low for Assembly 2022,117.65,2021-06-16,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/522baee5-338f-48ec-b30b-a0da9571ccd7.pdf,https://calmatters.org/legislator-tracker/sharon-quirk-silva-1962
Sharon Quirk-Silva,2021,Rendon for Assembly 2020,24.64,2021-01-28,book,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/522baee5-338f-48ec-b30b-a0da9571ccd7.pdf,https://calmatters.org/legislator-tracker/sharon-quirk-silva-1962
Sharon Quirk-Silva,2021,Rendon for Assembly 2020,36.6,2021-09-17,"Birthday gift, Wine",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/522baee5-338f-48ec-b30b-a0da9571ccd7.pdf,https://calmatters.org/legislator-tracker/sharon-quirk-silva-1962
James Ramos,2022,California Issues Forum,20.42,2022-03-16,Lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/6a4444a7-3af0-4334-a75c-031e6a36da8f.pdf,https://calmatters.org/legislator-tracker/james-ramos-1967
James Ramos,2022,California Issues Forum,76,2022-02-28,Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/6a4444a7-3af0-4334-a75c-031e6a36da8f.pdf,https://calmatters.org/legislator-tracker/james-ramos-1967
James Ramos,2022,General Motors,419.88,2022-04-26,Food & Beverage,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/6a4444a7-3af0-4334-a75c-031e6a36da8f.pdf,https://calmatters.org/legislator-tracker/james-ramos-1967
James Ramos,2022,California Democratic Party,62.96,2022-05-03,Lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/6a4444a7-3af0-4334-a75c-031e6a36da8f.pdf,https://calmatters.org/legislator-tracker/james-ramos-1967
James Ramos,2022,San Manuel Band of Mission Indians,50,2022-03-31,Food & Beverage,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/6a4444a7-3af0-4334-a75c-031e6a36da8f.pdf,https://calmatters.org/legislator-tracker/james-ramos-1967
James Ramos,2022,San Manuel Band of Mission Indians,22.86,2022-06-14,Food,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/6a4444a7-3af0-4334-a75c-031e6a36da8f.pdf,https://calmatters.org/legislator-tracker/james-ramos-1967
James Ramos,2022,California Latino Legislative Caucus Foundation,75.85,2022-08-23,Commemorative Poster,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/6a4444a7-3af0-4334-a75c-031e6a36da8f.pdf,https://calmatters.org/legislator-tracker/james-ramos-1967
James Ramos,2022,"Urban Associates, inc.",172.22,2022-12-12,Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/6a4444a7-3af0-4334-a75c-031e6a36da8f.pdf,https://calmatters.org/legislator-tracker/james-ramos-1967
James Ramos,2021,San Manuel Band of Mission Indians,180,2021-04-30,food and beverages,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4eb55a9a-0a74-4d2a-aeff-babd3304ce84.pdf,https://calmatters.org/legislator-tracker/james-ramos-1967
James Ramos,2021,California Democratic Party,56.93,2021-05-04,lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4eb55a9a-0a74-4d2a-aeff-babd3304ce84.pdf,https://calmatters.org/legislator-tracker/james-ramos-1967
James Ramos,2021,Yocha Dehe Wintun Nation,379.6,2021-05-06,dessert box / entertainment and,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4eb55a9a-0a74-4d2a-aeff-babd3304ce84.pdf,https://calmatters.org/legislator-tracker/james-ramos-1967
James Ramos,2021,California Issues Forum,83,2021-06-21,dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4eb55a9a-0a74-4d2a-aeff-babd3304ce84.pdf,https://calmatters.org/legislator-tracker/james-ramos-1967
James Ramos,2021,California Issues Forum,50.11,2021-06-16,lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4eb55a9a-0a74-4d2a-aeff-babd3304ce84.pdf,https://calmatters.org/legislator-tracker/james-ramos-1967
James Ramos,2021,California Tribal Business Alliance,520,2021-07-14,"golf tournament, memorabilia, food, beverages (1)",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4eb55a9a-0a74-4d2a-aeff-babd3304ce84.pdf,https://calmatters.org/legislator-tracker/james-ramos-1967
Anthony Rendon,2021,"Dr. Giorgi Latso, the Latsos Piano Duo",200,2021-03-26,Wine and Souvenir,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/cfdb9736-461f-49a7-9b91-b33b0665daba.pdf,https://calmatters.org/legislator-tracker/anthony-rendon-1968
Anthony Rendon,2021,Arthouses Enterprise Company,300,2021-12-13,"Cap, Cufflink, Shirt",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/cfdb9736-461f-49a7-9b91-b33b0665daba.pdf,https://calmatters.org/legislator-tracker/anthony-rendon-1968
Anthony Rendon,2021,"Consulate General of Australia, Los Angeles",63,2021-12-27,bottle of wine,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/cfdb9736-461f-49a7-9b91-b33b0665daba.pdf,https://calmatters.org/legislator-tracker/anthony-rendon-1968
Anthony Rendon,2021,California Democratic Party,57,2021-05-04,Meal/Lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/cfdb9736-461f-49a7-9b91-b33b0665daba.pdf,https://calmatters.org/legislator-tracker/anthony-rendon-1968
Anthony Rendon,2021,California Democratic Party,61,2021-08-24,Meal/Lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/cfdb9736-461f-49a7-9b91-b33b0665daba.pdf,https://calmatters.org/legislator-tracker/anthony-rendon-1968
Anthony Rendon,2021,Assemblymember Robert Rivas,150,2021-03-08,Spirit/Bottle of Whiskey,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/cfdb9736-461f-49a7-9b91-b33b0665daba.pdf,https://calmatters.org/legislator-tracker/anthony-rendon-1968
Eloise Reyes,2021,Rivas for Assembly 2022,109.41,2021-10-04,Charter Bus,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d6e39675-ecc2-4b31-bbc3-22c94d8be7ea.pdf,https://calmatters.org/legislator-tracker/eloise-gomez-reyes-1956
Eloise Reyes,2021,Rivas for Assembly 2022,151.74,2021-10-04,Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d6e39675-ecc2-4b31-bbc3-22c94d8be7ea.pdf,https://calmatters.org/legislator-tracker/eloise-gomez-reyes-1956
Eloise Reyes,2021,"Building Industry Association of Southern California, Inc.",156,2021-12-09,dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/12a663fc-e361-4822-9c0a-c1d707dedbd4.pdf,https://calmatters.org/legislator-tracker/eloise-gomez-reyes-1956
Eloise Reyes,2021,Kevin Mullin for Assembly 2022,376.94,2021-09-21,dinner/spouse,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/12a663fc-e361-4822-9c0a-c1d707dedbd4.pdf,https://calmatters.org/legislator-tracker/eloise-gomez-reyes-1956
Eloise Reyes,2021,Jose Medina for Assembly 2022,484.64,2021-12-17,dinner/spouse,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/12a663fc-e361-4822-9c0a-c1d707dedbd4.pdf,https://calmatters.org/legislator-tracker/eloise-gomez-reyes-1956
Eloise Reyes,2021,California Armenian Legislative Caucus,106.2,2021-08-27,fleece jacket,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/12a663fc-e361-4822-9c0a-c1d707dedbd4.pdf,https://calmatters.org/legislator-tracker/eloise-gomez-reyes-1956
Eloise Reyes,2021,Lorena Gonzalez for Assembly 2022,53.23,2021-02-03,flowers,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/12a663fc-e361-4822-9c0a-c1d707dedbd4.pdf,https://calmatters.org/legislator-tracker/eloise-gomez-reyes-1956
Eloise Reyes,2021,Re-Elect Senator Atkins 2020,81.56,2021-02-03,flowers,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/12a663fc-e361-4822-9c0a-c1d707dedbd4.pdf,https://calmatters.org/legislator-tracker/eloise-gomez-reyes-1956
Eloise Reyes,2021,Fox Corporation,125,0021-05-22,concert ticket,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/12a663fc-e361-4822-9c0a-c1d707dedbd4.pdf,https://calmatters.org/legislator-tracker/eloise-gomez-reyes-1956
Eloise Reyes,2021,California Latino Legislative Caucus Foundation,10.44,2021-03-25,Cesar Chavez mask,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/12a663fc-e361-4822-9c0a-c1d707dedbd4.pdf,https://calmatters.org/legislator-tracker/eloise-gomez-reyes-1956
Eloise Reyes,2021,Women in California Leadership,172.89,2021-06-22,dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/12a663fc-e361-4822-9c0a-c1d707dedbd4.pdf,https://calmatters.org/legislator-tracker/eloise-gomez-reyes-1956
Eloise Reyes,2021,Rendon for Assembly 2022,43.08,2021-01-25,Spirit/Bottle of Liqueur and gin,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/12a663fc-e361-4822-9c0a-c1d707dedbd4.pdf,https://calmatters.org/legislator-tracker/eloise-gomez-reyes-1956
Eloise Reyes,2021,Rendon for Assembly 2022,24.64,2021-01-28,photo book,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/12a663fc-e361-4822-9c0a-c1d707dedbd4.pdf,https://calmatters.org/legislator-tracker/eloise-gomez-reyes-1956
Eloise Reyes,2021,Rendon for Assembly 2022,12,2021-02-18,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/12a663fc-e361-4822-9c0a-c1d707dedbd4.pdf,https://calmatters.org/legislator-tracker/eloise-gomez-reyes-1956
Eloise Reyes,2021,Rendon for Assembly 2022,12.23,2021-04-21,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/12a663fc-e361-4822-9c0a-c1d707dedbd4.pdf,https://calmatters.org/legislator-tracker/eloise-gomez-reyes-1956
Eloise Reyes,2021,Rendon for Assembly 2022,7.09,2021-07-07,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/12a663fc-e361-4822-9c0a-c1d707dedbd4.pdf,https://calmatters.org/legislator-tracker/eloise-gomez-reyes-1956
Eloise Reyes,2021,Rendon for Assembly 2022,80.24,2021-08-12,flowers,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/12a663fc-e361-4822-9c0a-c1d707dedbd4.pdf,https://calmatters.org/legislator-tracker/eloise-gomez-reyes-1956
Eloise Reyes,2021,California Tribal Business Alliance,59.64,2021-07-14,bash event,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/12a663fc-e361-4822-9c0a-c1d707dedbd4.pdf,https://calmatters.org/legislator-tracker/eloise-gomez-reyes-1956
Robert Rivas,2022,California Democratic Party,62.96,2022-05-03,Lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/3e9240cc-9a86-48e0-8fb7-ef19bbda85fb.pdf,https://calmatters.org/legislator-tracker/robert-rivas-1980
Robert Rivas,2022,California Democratic Party,67.87,2022-08-16,Lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/3e9240cc-9a86-48e0-8fb7-ef19bbda85fb.pdf,https://calmatters.org/legislator-tracker/robert-rivas-1980
Robert Rivas,2022,California Democratic Party,61.78,2022-11-09,Lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/3e9240cc-9a86-48e0-8fb7-ef19bbda85fb.pdf,https://calmatters.org/legislator-tracker/robert-rivas-1980
Robert Rivas,2022,California Special Districts Association,87,2022-05-17,Lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/3e9240cc-9a86-48e0-8fb7-ef19bbda85fb.pdf,https://calmatters.org/legislator-tracker/robert-rivas-1980
Robert Rivas,2022,California Forestry Association,284.38,2022-08-08,"35"" ""MVP"" Carved Baseball Bat",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/3e9240cc-9a86-48e0-8fb7-ef19bbda85fb.pdf,https://calmatters.org/legislator-tracker/robert-rivas-1980
