filer,filingYear,sourceName,amount,date,description,formUrl,legislatorGlassHouseUrl
Tasha Boerner,2021,"Exagen, Inc.",35,2021-10-12,sweathshirt,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/39b6537a-db42-4a6a-b4e6-f9ff7b033e00.pdf,https://calmatters.org/legislator-tracker/tasha-boerner-horvath-1973
Tasha Boerner,2021,Jacobson & Zilber Strategies,94.99,2021-12-16,Bottle of wine,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/39b6537a-db42-4a6a-b4e6-f9ff7b033e00.pdf,https://calmatters.org/legislator-tracker/tasha-boerner-horvath-1973
Tasha Boerner,2021,San Diego Police Officers Association Board of Directors,75,2021-12-11,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/39b6537a-db42-4a6a-b4e6-f9ff7b033e00.pdf,https://calmatters.org/legislator-tracker/tasha-boerner-horvath-1973
Tasha Boerner,2021,Rendon for Assembly 2020,24.64,2021-01-28,photo book,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/39b6537a-db42-4a6a-b4e6-f9ff7b033e00.pdf,https://calmatters.org/legislator-tracker/tasha-boerner-horvath-1973
Tasha Boerner,2021,Rendon for Assembly 2022,26.93,2021-02-01,wine,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/39b6537a-db42-4a6a-b4e6-f9ff7b033e00.pdf,https://calmatters.org/legislator-tracker/tasha-boerner-horvath-1973
Tasha Boerner,2021,Rendon for Assembly 2022,7.09,2021-07-07,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/39b6537a-db42-4a6a-b4e6-f9ff7b033e00.pdf,https://calmatters.org/legislator-tracker/tasha-boerner-horvath-1973
Tasha Boerner,2021,Rendon for Assembly 2022,17.93,2021-11-07,meal/drinks,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/39b6537a-db42-4a6a-b4e6-f9ff7b033e00.pdf,https://calmatters.org/legislator-tracker/tasha-boerner-horvath-1973
Mialisa Bonta,2022,Asian American Pacific Leadership Foundation,136.36,2022-03-16,Meal and Beverage,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5385e9a8-b198-4dc5-9af4-efc090fdb4c7.pdf,https://calmatters.org/legislator-tracker/mia-bonta-1972
Mialisa Bonta,2022,Recording Industry Association of America,257.5,2022-04-02,Meal and Beverage,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5385e9a8-b198-4dc5-9af4-efc090fdb4c7.pdf,https://calmatters.org/legislator-tracker/mia-bonta-1972
Mialisa Bonta,2022,Smart Justice California,98.87,2022-04-11,Meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5385e9a8-b198-4dc5-9af4-efc090fdb4c7.pdf,https://calmatters.org/legislator-tracker/mia-bonta-1972
Mialisa Bonta,2022,California Latino Legislative Caucus Foundation,75.85,2022-08-23,CLLC Poster,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5385e9a8-b198-4dc5-9af4-efc090fdb4c7.pdf,https://calmatters.org/legislator-tracker/mia-bonta-1972
Mialisa Bonta,2022,Women in California Leadership,70,2022-06-16,Flowers,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5385e9a8-b198-4dc5-9af4-efc090fdb4c7.pdf,https://calmatters.org/legislator-tracker/mia-bonta-1972
Mialisa Bonta,2022,Women in California Leadership,162.54,2022-08-02,Meal and Beverage,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5385e9a8-b198-4dc5-9af4-efc090fdb4c7.pdf,https://calmatters.org/legislator-tracker/mia-bonta-1972
Mialisa Bonta,2022,Women in California Leadership,22.01,2022-12-05,Plants,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5385e9a8-b198-4dc5-9af4-efc090fdb4c7.pdf,https://calmatters.org/legislator-tracker/mia-bonta-1972
Mialisa Bonta,2022,California Legislative Black Caucus Foundation,400,2022-10-22,Gift Bag,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5385e9a8-b198-4dc5-9af4-efc090fdb4c7.pdf,https://calmatters.org/legislator-tracker/mia-bonta-1972
Mialisa Bonta,2022,Gary de Guzman,480,2022-12-26,Wine,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5385e9a8-b198-4dc5-9af4-efc090fdb4c7.pdf,https://calmatters.org/legislator-tracker/mia-bonta-1972
Mialisa Bonta,2022,California Legislative Black Caucus Foundation,400,2022-10-22,Gift Bag,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5385e9a8-b198-4dc5-9af4-efc090fdb4c7.pdf,https://calmatters.org/legislator-tracker/mia-bonta-1972
Mialisa Bonta,2021,Re-Elect Senator Atkins 2020,81.56,2021-09-07,Flowers,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4fe91809-68e5-4331-949b-75e9fea8b37d.pdf,https://calmatters.org/legislator-tracker/mia-bonta
Mialisa Bonta,2021,Rivas for Assembly 2022,109.41,2021-10-04,travel,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4fe91809-68e5-4331-949b-75e9fea8b37d.pdf,https://calmatters.org/legislator-tracker/mia-bonta
Mialisa Bonta,2021,Rivas for Assembly 2022,151.74,2021-10-04,food,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4fe91809-68e5-4331-949b-75e9fea8b37d.pdf,https://calmatters.org/legislator-tracker/mia-bonta
Mialisa Bonta,2021,Jamboree Housing Corporation,19.44,2021-10-13,travel,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4fe91809-68e5-4331-949b-75e9fea8b37d.pdf,https://calmatters.org/legislator-tracker/mia-bonta
Mialisa Bonta,2021,Jamboree Housing Corporation,7.5,2021-10-13,food,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4fe91809-68e5-4331-949b-75e9fea8b37d.pdf,https://calmatters.org/legislator-tracker/mia-bonta
Mialisa Bonta,2021,Assemblymember Reyes for Assembly 2022,153.8,2021-10-12,travel,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4fe91809-68e5-4331-949b-75e9fea8b37d.pdf,https://calmatters.org/legislator-tracker/mia-bonta
Mialisa Bonta,2021,Assemblymember Reyes for Assembly 2022,47.14,2021-10-12,food,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4fe91809-68e5-4331-949b-75e9fea8b37d.pdf,https://calmatters.org/legislator-tracker/mia-bonta
Andreas Borgeas,2021,California Olive Ranch,32.99,2021-12-15,olive oil,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7566841f-0e31-40ff-a51e-070438dda682.pdf,https://calmatters.org/legislator-tracker/andreas-borgeas
Andreas Borgeas,2021,California Armenian Legislative Caucus,106.2,2021-08-27,jacket,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7566841f-0e31-40ff-a51e-070438dda682.pdf,https://calmatters.org/legislator-tracker/andreas-borgeas
Andreas Borgeas,2021,Barona Band Of Mission Indians,28.67,2021-07-30,lunch,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7566841f-0e31-40ff-a51e-070438dda682.pdf,https://calmatters.org/legislator-tracker/andreas-borgeas
Andreas Borgeas,2021,California Citrus Mutual,8.65,2021-06-30,citrus,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7566841f-0e31-40ff-a51e-070438dda682.pdf,https://calmatters.org/legislator-tracker/andreas-borgeas
Andreas Borgeas,2021,California Citrus Mutual,8.65,2021-04-22,citrus,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7566841f-0e31-40ff-a51e-070438dda682.pdf,https://calmatters.org/legislator-tracker/andreas-borgeas
Andreas Borgeas,2021,Re-Elect Senator Atkins 2020,99.42,2021-01-25,gift bag,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7566841f-0e31-40ff-a51e-070438dda682.pdf,https://calmatters.org/legislator-tracker/andreas-borgeas
Andreas Borgeas,2021,Becker for Senate 2024,43.4,2021-01-19,cocktail kit,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7566841f-0e31-40ff-a51e-070438dda682.pdf,https://calmatters.org/legislator-tracker/andreas-borgeas
Steven Bradford,2022,California Legislative Black Caucus Policy Institute,520,2022-08-05,electronic device,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4020cc8a-6d20-477e-b8c1-9535fb01968f.pdf,https://calmatters.org/legislator-tracker/steven-bradford-1960
Steven Bradford,2022,California Manufacturers & Technology Association,239.82,2022-02-10,reception/dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4020cc8a-6d20-477e-b8c1-9535fb01968f.pdf,https://calmatters.org/legislator-tracker/steven-bradford-1960
Steven Bradford,2022,California Manufacturers & Technology Association,28.6,2022-08-02,food/beverage,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4020cc8a-6d20-477e-b8c1-9535fb01968f.pdf,https://calmatters.org/legislator-tracker/steven-bradford-1960
Steven Bradford,2022,California Tribal Business Alliance,520,2022-09-15,Commemorative Gift,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4020cc8a-6d20-477e-b8c1-9535fb01968f.pdf,https://calmatters.org/legislator-tracker/steven-bradford-1960
Steven Bradford,2022,Fox Corporation,100,2022-02-12,food,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4020cc8a-6d20-477e-b8c1-9535fb01968f.pdf,https://calmatters.org/legislator-tracker/steven-bradford-1960
Steven Bradford,2022,California Democratic Party,133.48,2022-03-15,Food,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4020cc8a-6d20-477e-b8c1-9535fb01968f.pdf,https://calmatters.org/legislator-tracker/steven-bradford-1960
Steven Bradford,2022,California Democratic Party,101.55,2022-03-16,Food,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4020cc8a-6d20-477e-b8c1-9535fb01968f.pdf,https://calmatters.org/legislator-tracker/steven-bradford-1960
Steven Bradford,2022,California Democratic Party,51.18,2022-12-04,reception,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4020cc8a-6d20-477e-b8c1-9535fb01968f.pdf,https://calmatters.org/legislator-tracker/steven-bradford-1960
Steven Bradford,2022,Transportation California,59.71,2022-04-25,food,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4020cc8a-6d20-477e-b8c1-9535fb01968f.pdf,https://calmatters.org/legislator-tracker/steven-bradford-1960
Steven Bradford,2022,Re-Elect Senator Atkins 2020,143.12,2022-03-24,Framed Bill,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4020cc8a-6d20-477e-b8c1-9535fb01968f.pdf,https://calmatters.org/legislator-tracker/steven-bradford-1960
Steven Bradford,2022,Re-Elect Senator Atkins 2020,19.15,2022-12-04,Notebook,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4020cc8a-6d20-477e-b8c1-9535fb01968f.pdf,https://calmatters.org/legislator-tracker/steven-bradford-1960
Steven Bradford,2022,Re-Elect Senator Atkins 2020,162.23,2022-03-21,dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4020cc8a-6d20-477e-b8c1-9535fb01968f.pdf,https://calmatters.org/legislator-tracker/steven-bradford-1960
Steven Bradford,2022,Amazon,517.14,2022-12-08,reception,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4020cc8a-6d20-477e-b8c1-9535fb01968f.pdf,https://calmatters.org/legislator-tracker/steven-bradford-1960
Steven Bradford,2022,California Medical Association,60.98,2022-04-18,food,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4020cc8a-6d20-477e-b8c1-9535fb01968f.pdf,https://calmatters.org/legislator-tracker/steven-bradford-1960
Steven Bradford,2022,"Reyes Holding, LLC",95.34,2022-08-17,food,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4020cc8a-6d20-477e-b8c1-9535fb01968f.pdf,https://calmatters.org/legislator-tracker/steven-bradford-1960
Steven Bradford,2022,California Correctional Peace Officers Association,515,2022-07-14,golf,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4020cc8a-6d20-477e-b8c1-9535fb01968f.pdf,https://calmatters.org/legislator-tracker/steven-bradford-1960
Steven Bradford,2022,The Independent Voter Project,60,2022-07-14,golf ball,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4020cc8a-6d20-477e-b8c1-9535fb01968f.pdf,https://calmatters.org/legislator-tracker/steven-bradford-1960
Steven Bradford,2022,Governor's Cup Foundation,515,2022-07-14,golf,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4020cc8a-6d20-477e-b8c1-9535fb01968f.pdf,https://calmatters.org/legislator-tracker/steven-bradford-1960
Steven Bradford,2022,Parkwest Casinos,270,2022-12-18,ticket,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4020cc8a-6d20-477e-b8c1-9535fb01968f.pdf,https://calmatters.org/legislator-tracker/steven-bradford-1960
Steven Bradford,2022,Equality California,90,2022-03-22,food/beverage,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4020cc8a-6d20-477e-b8c1-9535fb01968f.pdf,https://calmatters.org/legislator-tracker/steven-bradford-1960
Steven Bradford,2021,Governor's Cup Foundation,495,2021-07-15,golf,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b02ab651-85e7-405c-a62f-d0f058839205.pdf,https://calmatters.org/legislator-tracker/steven-bradford-1960
Steven Bradford,2021,Governor's Cup Foundation,20,2021-07-15,golf balls,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b02ab651-85e7-405c-a62f-d0f058839205.pdf,https://calmatters.org/legislator-tracker/steven-bradford-1960
Steven Bradford,2021,California Tribal Business Alliance,53,2021-07-14,Food & Beverage,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b02ab651-85e7-405c-a62f-d0f058839205.pdf,https://calmatters.org/legislator-tracker/steven-bradford-1960
Steven Bradford,2021,California Tribal Business Alliance,600,2021-09-17,Gift Card for Golf Tourr,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b02ab651-85e7-405c-a62f-d0f058839205.pdf,https://calmatters.org/legislator-tracker/steven-bradford-1960
Steven Bradford,2021,California Correctional Peace Officers Association,495,2021-07-16,golf,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b02ab651-85e7-405c-a62f-d0f058839205.pdf,https://calmatters.org/legislator-tracker/steven-bradford-1960
Steven Bradford,2021,California Correctional Peace Officers Association,20,2021-07-16,golf balls,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/b02ab651-85e7-405c-a62f-d0f058839205.pdf,https://calmatters.org/legislator-tracker/steven-bradford-1960
Steven Bradford,2021,Governor's Cup Foundation,495,2021-07-15,golf,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/68790bc3-ae08-4597-be31-41fbe35b1253.pdf,https://calmatters.org/legislator-tracker/steven-bradford-1960
Steven Bradford,2021,Governor's Cup Foundation,20,2021-07-15,golf balls,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/68790bc3-ae08-4597-be31-41fbe35b1253.pdf,https://calmatters.org/legislator-tracker/steven-bradford-1960
Steven Bradford,2021,California Tribal Business Alliance,53,2021-07-15,Food & Beverage,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/68790bc3-ae08-4597-be31-41fbe35b1253.pdf,https://calmatters.org/legislator-tracker/steven-bradford-1960
Steven Bradford,2021,California Tribal Business Alliance,600,2021-09-17,Gift Card for Golf Tourr,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/68790bc3-ae08-4597-be31-41fbe35b1253.pdf,https://calmatters.org/legislator-tracker/steven-bradford-1960
Steven Bradford,2021,California Correctional Peace Officers Association,495,2021-07-16,golf,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/68790bc3-ae08-4597-be31-41fbe35b1253.pdf,https://calmatters.org/legislator-tracker/steven-bradford-1960
Steven Bradford,2021,California Correctional Peace Officers Association,20,2021-07-16,golf balls,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/68790bc3-ae08-4597-be31-41fbe35b1253.pdf,https://calmatters.org/legislator-tracker/steven-bradford-1960
